formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C15H15NO5	[M + H]+	C15H16NO5+	Alkaloids	0.933	Tryptophan alkaloids	0.844	Simple indole alkaloids	0.910	Organoheterocyclic compounds	0.907	Indoles and derivatives	0.784	Indoles	0.670			Indoles	0.670	Organic compounds; Organoheterocyclic compounds; Pyrroles; Ketones; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290.101	150	2.505	666527372916192301	666526510567214637	10840	
1	C24H29N3O7	[M + H]+	C24H30N3O7+	Amino acids and Peptides	0.869	Small peptides	0.142	Dipeptides	0.149	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.758	Amino acids and derivatives	0.754	N-acyl-alpha amino acids and derivatives	0.601	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	472.208	151	2.510	666527371456574077	666526532784444760	10667	
1	C22H40N4O5	[M + H]+	C22H41N4O5+	Amino acids and Peptides	0.998	Small peptides	0.796	Tripeptides	0.436	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.997	Peptides	0.985	Oligopeptides	0.928	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	441.307	151	2.516	666527366658289425	666526530725041296	10578	
1	C9H17NO3	[M + H]+	C9H18NO3+	Amino acids and Peptides	0.767	Fatty amides	0.860	N-acyl amines	0.656	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	N-acyl-alpha amino acids	0.929	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.128	151	2.520	666527375109813533	666526491424410021	10859	
1	C17H22N4O7	[M + K]+	C17H22KN4O7+	Alkaloids	0.765	Anthranilic acid alkaloids	0.951	Phenazine alkaloids	0.196	Organoheterocyclic compounds	0.997	Pteridines and derivatives	0.960	Alloxazines and isoalloxazines	0.981	Flavins	0.880	Flavins	0.880	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Alloxazines and isoalloxazines; Quinoxalines; Flavins; Diazines; Monosaccharides; Secondary alcohols; Polyols; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	433.113	151	2.520	666527370043093508	666526530129450063	10489	
1	C27H50N6O9	[M + H]+	C27H51N6O9+	Amino acids and Peptides	0.991	Oligopeptides	0.989	Linear peptides	0.926	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.987	Peptides	0.935	Oligopeptides	0.657	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Alanine and derivatives; Serine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	603.372	151	2.521	666527385264224427	666526538610333621	10629	
1	C9H9NO2	[M + H]+	C9H10NO2+	Alkaloids	0.958	Nicotinic acid alkaloids	0.215	Simple oxindole alkaloids	0.253	Benzenoids	0.750	Phenols	0.525	1-hydroxy-2-unsubstituted benzenoids	0.555			1-hydroxy-2-unsubstituted benzenoids	0.555	Organic compounds; Organoheterocyclic compounds; Phenols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	164.071	152	2.535	666527378226181670	666526486479325375	10891	
1	C19H27N3O6	[M + H]+	C19H28N3O6+	Amino acids and Peptides	1.000	Small peptides	0.999	Tripeptides	0.999	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.999	Oligopeptides	0.992	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	394.198	152	2.536	666527360706570636	666526525024981690	10803	
1	C46H63N3O7	[M + H]+	C46H64N3O7+	Polyketides	0.824	Macrolides	0.587	Ansa macrolides	0.486	Organic acids and derivatives	0.762	Carboxylic acids and derivatives	0.715	Carboxylic acid derivatives	0.655			Carboxylic acid derivatives	0.655	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	770.475	153	2.542	666527353660138690	666526541403740345	10807	
1	C19H36N4O6	[M + H]+	C19H37N4O6+	Amino acids and Peptides	0.978	Oligopeptides	0.728	Cyclic peptides	0.246	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.896	Amino acids and derivatives	0.882	N-acyl-alpha amino acids and derivatives	0.827	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	417.271	154	2.565	666527362392681243	666526527109551003	11147	
1	C20H29N3O4	[M + H]+	C20H30N3O4+	Amino acids and Peptides	1.000	Small peptides	0.998	Tripeptides	0.860	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.998	Oligopeptides	0.959	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	376.224	155	2.577	666527355165894078	666526523145933333	11071	
1	C15H21NO4	[M + Na]+	C15H21NNaO4+	Alkaloids	0.975	Tyrosine alkaloids	0.990	Phenylethylamines	0.991	Benzenoids	0.989	Phenols	0.904	Benzenediols	0.706	Catechols	0.514	Catecholamines and derivatives	0.530	Organic compounds; Phenols; Catechols; Catecholamines and derivatives; Phenethylamines; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Benzenediols; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	302.139	155	2.582	666527366800895815	666526512450457298	11342	
1	C37H67N9O11	[M + H]+	C37H68N9O11+	Amino acids and Peptides	0.986	Oligopeptides	0.994	Cyclic peptides	0.883	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.945	Peptides	0.829	Oligopeptides	0.564	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	814.502	155	2.590	666527357976078168	666526541886085345	11163	
1	C14H17ClN4O4	[M + H]+	C14H18ClN4O4+	Amino acids and Peptides	0.775	Oligopeptides	0.669	Dipeptides	0.212	Organic acids and derivatives	0.964	Carboxylic acids and derivatives	0.905	Amino acids, peptides, and analogues	0.752	Amino acids and derivatives	0.747	Alpha amino acids and derivatives	0.501	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	341.102	155	2.591	666527358684915689	666526519446556845	11168	
1	C22H31N3O7	[M + H]+	C22H32N3O7+	Amino acids and Peptides	0.978	Small peptides	0.635	Dipeptides	0.431	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.941	Amino acids and derivatives	0.937	N-acyl-alpha amino acids	0.566	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.223	156	2.599	666527381208331852	666526531463238870	11114	
1	C10H13NO3	[M + H]+	C10H14NO3+	Alkaloids	0.951	Tryptophan alkaloids	0.144	Simple indole alkaloids	0.391	Organoheterocyclic compounds	0.945	Pyrroles	0.570	Substituted pyrroles	0.701			Substituted pyrroles	0.701	Organic compounds; Organoheterocyclic compounds; Pyrroles; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Substituted pyrroles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196.097	156	2.604	666527384689604697	666526492783364587	11205	
1	C17H22N2O4	[M + H]+	C17H23N2O4+	Alkaloids	0.708	Linear polyketides	0.169	Benzodiazepine alkaloids	0.033	Organic acids and derivatives	0.974	Carboxylic acids and derivatives	0.918	Carboxylic acid derivatives	0.690	Carboxylic acid amides	0.610	Secondary carboxylic acid amides	0.584	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	319.165	157	2.616	666527382948968083	666526516992888805	11400	
1	C13H14N2O3	[M + H]+	C13H15N2O3+	Amino acids and Peptides	0.999	Small peptides	1.000	Dipeptides	0.996	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	N-acyl-alpha amino acids	0.996	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; N-acyl-alpha amino acids; Benzenoids; Indoles; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247.107	157	2.622	666527360677210481	666526504934263845	11337	
1	C20H29N3O5	[M + H]+	C20H30N3O5+	Amino acids and Peptides	0.758	Small peptides	0.229	Dipeptides	0.121	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.696	Amino acids and derivatives	0.684	Amino acids and derivatives	0.684	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	392.217	157	2.624	666527358961739807	666526524743963292	11451	
1	C16H24N2O5	[M + Na]+	C16H24N2NaO5+	Amino acids and Peptides	0.844	Small peptides	0.373	Dipeptides	0.121	Lipids and lipid-like molecules	0.862	Fatty Acyls	0.845	Fatty amides	0.657	N-acyl amines	0.564	N-acyl amines	0.564	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	347.158	158	2.626	666527365362249203	666526520214114552	11341	
1	C11H10N2O2S	[M + H]+	C11H11N2O2S+	Alkaloids	0.816	Nicotinic acid alkaloids	0.961	Pyridine alkaloids	0.962	Benzenoids	0.997	Benzene and substituted derivatives	0.995	Benzenesulfonamides	0.998			Benzenesulfonamides	0.998	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyridines and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Aminosulfonyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	235.054	158	2.636	666527364456279266	666526502690311025	11489	
1	C18H35N3O4	[M + H]+	C18H36N3O4+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Peptides	0.999	Oligopeptides	0.995	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	358.270	159	2.645	666527361541237301	666526521690509690	11590	
1	C17H34N2O5S	[M + Na]+	C17H34N2NaO5S+	Amino acids and Peptides	0.948	Small peptides	0.549	Dipeptides	0.407	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.985	Peptides	0.712	Peptides	0.712	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	401.207	159	2.650	666527368801579412	666526525465383660	11547	
1	C18H43BN2O6Si	[M + H]+	C18H44BN2O6Si+	Fatty acids	1.000	Fatty Acids and Conjugates	0.534	Sphingoid bases	0.221	Lipids and lipid-like molecules	0.988	Fatty Acyls	0.989	Fatty acids and conjugates	0.950	Long-chain fatty acids	0.727	Long-chain fatty acids	0.727	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Organometallic compounds; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Organometalloid compounds; Secondary alcohols; Carbonyl compounds; Polyols; Primary amines; Long-chain fatty acids; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	422.309	159	2.651	666527381657122402	666526529273811952	11643	
1	C20H21N3O3	[M + H]+	C20H22N3O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.998	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.995	Dipeptides	0.975	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Phenethylamines; Amphetamines and derivatives; Indoles and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Phenylpropanoic acids; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	352.166	160	2.659	666527364728909157	666526520876814649	11528	
1	C18H14N2O3	[M + H]+	C18H15N2O3+	Alkaloids	0.878	Tryptophan alkaloids	0.673	Quinazoline alkaloids	0.158	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.624	Amino acids and derivatives	0.626	Alpha amino acids and derivatives	0.625	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	307.108	160	2.666	666527356029920870	666526515164172091	11707	
1	C23H25N3O7	[M + H]+	C23H26N3O7+	Alkaloids	0.886	Tryptophan alkaloids	0.355	Corynanthe type	0.085	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.955	Amino acids, peptides, and analogues	0.633	Amino acids and derivatives	0.630	Amino acids and derivatives	0.630	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tertiary alcohols; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	456.176	161	2.677	666527384433752031	666526531840726265	11887	
